,artist,song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1371,The Decemberists,Anti-Summersong,0.444,0.72,7,-4.918,1,0.0327,0.0826,0,0.244,0.625,155.406,audio_features,5ioJSKINwZLa722UeN4YFE,spotify:track:5ioJSKINwZLa722UeN4YFE,https://api.spotify.com/v1/tracks/5ioJSKINwZLa722UeN4YFE,https://api.spotify.com/v1/audio-analysis/5ioJSKINwZLa722UeN4YFE,132413,4
1372,The Decemberists,Mistral,0.457,0.631,4,-5.184,0,0.0287,0.0546,0.00226,0.0977,0.461,139.151,audio_features,671PJtn3bkL2Vu5YkA2OyH,spotify:track:671PJtn3bkL2Vu5YkA2OyH,https://api.spotify.com/v1/tracks/671PJtn3bkL2Vu5YkA2OyH,https://api.spotify.com/v1/audio-analysis/671PJtn3bkL2Vu5YkA2OyH,234440,4
1373,Deer Tick,Choir Of Angels,0.519,0.672,0,-5.626,1,0.0309,0.539,0.00322,0.0998,0.455,116.707,audio_features,6ZWkIB5LMRU0OlyJ9kvFFQ,spotify:track:6ZWkIB5LMRU0OlyJ9kvFFQ,https://api.spotify.com/v1/tracks/6ZWkIB5LMRU0OlyJ9kvFFQ,https://api.spotify.com/v1/audio-analysis/6ZWkIB5LMRU0OlyJ9kvFFQ,174707,4
1374,Deer Tick,Twenty Miles,0.501,0.784,0,-7.089,1,0.0334,0.529,0.0766,0.131,0.34,113.643,audio_features,69XEXAbJTZwFfVz7ayfg3I,spotify:track:69XEXAbJTZwFfVz7ayfg3I,https://api.spotify.com/v1/tracks/69XEXAbJTZwFfVz7ayfg3I,https://api.spotify.com/v1/audio-analysis/69XEXAbJTZwFfVz7ayfg3I,223933,4
1375,Deer Tick,Main Street,0.448,0.543,9,-8.835,1,0.0399,0.0642,3.24e-05,0.0527,0.608,125.943,audio_features,2WrI4xdRmr3AVzXOxdcNV8,spotify:track:2WrI4xdRmr3AVzXOxdcNV8,https://api.spotify.com/v1/tracks/2WrI4xdRmr3AVzXOxdcNV8,https://api.spotify.com/v1/audio-analysis/2WrI4xdRmr3AVzXOxdcNV8,228627,4
1376,Derek Hoke,Southern Moon,0.597,0.498,9,-9.562,0,0.0388,0.246,5.2e-05,0.331,0.471,147.239,audio_features,16yCCpEjzwVlUryR6gx6rT,spotify:track:16yCCpEjzwVlUryR6gx6rT,https://api.spotify.com/v1/tracks/16yCCpEjzwVlUryR6gx6rT,https://api.spotify.com/v1/audio-analysis/16yCCpEjzwVlUryR6gx6rT,260000,4
1377,The Felice Brothers,Plunder,0.383,0.828,0,-6.322,1,0.0359,0.033,3.05e-05,0.35,0.845,135.067,audio_features,0mnrtCtIh8kIV3lxBNNvn7,spotify:track:0mnrtCtIh8kIV3lxBNNvn7,https://api.spotify.com/v1/tracks/0mnrtCtIh8kIV3lxBNNvn7,https://api.spotify.com/v1/audio-analysis/0mnrtCtIh8kIV3lxBNNvn7,221907,4
1378,The Felice Brothers,Diamond Bell,0.448,0.448,2,-7.821,1,0.0272,0.484,0,0.192,0.34,71.069,audio_features,1XdAWWV4V0z8VHeHIhaaaP,spotify:track:1XdAWWV4V0z8VHeHIhaaaP,https://api.spotify.com/v1/tracks/1XdAWWV4V0z8VHeHIhaaaP,https://api.spotify.com/v1/audio-analysis/1XdAWWV4V0z8VHeHIhaaaP,376187,4
1379,Field Report,Home (Leave the Lights On),0.711,0.625,2,-7.605,1,0.0257,0.216,0.00046,0.0797,0.462,101.99,audio_features,1nplIOuXXSjLSZdxYTqnZe,spotify:track:1nplIOuXXSjLSZdxYTqnZe,https://api.spotify.com/v1/tracks/1nplIOuXXSjLSZdxYTqnZe,https://api.spotify.com/v1/audio-analysis/1nplIOuXXSjLSZdxYTqnZe,221147,4
1380,First Aid Kit,Master Pretender,0.62,0.836,0,-6.14,1,0.0416,0.0705,0.00738,0.125,0.347,105.947,audio_features,1yUNP810gdYDu61k2izbLB,spotify:track:1yUNP810gdYDu61k2izbLB,https://api.spotify.com/v1/tracks/1yUNP810gdYDu61k2izbLB,https://api.spotify.com/v1/audio-analysis/1yUNP810gdYDu61k2izbLB,227507,4
1381,First Aid Kit,Stay Gold,0.512,0.74,0,-4.377,1,0.0399,0.266,4.66e-06,0.126,0.377,95.979,audio_features,1mqRT3LFIm4EEgfehauyOS,spotify:track:1mqRT3LFIm4EEgfehauyOS,https://api.spotify.com/v1/tracks/1mqRT3LFIm4EEgfehauyOS,https://api.spotify.com/v1/audio-analysis/1mqRT3LFIm4EEgfehauyOS,251000,4
1382,First Aid Kit,The Bell,0.519,0.656,1,-5.16,1,0.0276,0.175,0.000102,0.125,0.272,92.955,audio_features,1ieLrWvgtrh1LSadJZAUwk,spotify:track:1ieLrWvgtrh1LSadJZAUwk,https://api.spotify.com/v1/tracks/1ieLrWvgtrh1LSadJZAUwk,https://api.spotify.com/v1/audio-analysis/1ieLrWvgtrh1LSadJZAUwk,208493,3
1383,First Aid Kit,Waitress Song,0.309,0.718,4,-4.675,1,0.0469,0.0359,0.000587,0.331,0.34,181.574,audio_features,6RZdWo1wKkkWuGF1vpZSCD,spotify:track:6RZdWo1wKkkWuGF1vpZSCD,https://api.spotify.com/v1/tracks/6RZdWo1wKkkWuGF1vpZSCD,https://api.spotify.com/v1/audio-analysis/6RZdWo1wKkkWuGF1vpZSCD,244000,3
1384,Foxygen,No Destruction,0.599,0.676,2,-8.213,1,0.0261,0.31,0.0013,0.14,0.895,112.977,audio_features,2aYvXJhIBrxcEnk7uCJCjN,spotify:track:2aYvXJhIBrxcEnk7uCJCjN,https://api.spotify.com/v1/tracks/2aYvXJhIBrxcEnk7uCJCjN,https://api.spotify.com/v1/audio-analysis/2aYvXJhIBrxcEnk7uCJCjN,296573,4
1385,Fruit Bats,Humbug Mountain Song,0.593,0.926,6,-5.361,0,0.0319,0.0355,0.0582,0.311,0.945,100.011,audio_features,3HdcqQpq7zb5GbEKBDY34p,spotify:track:3HdcqQpq7zb5GbEKBDY34p,https://api.spotify.com/v1/tracks/3HdcqQpq7zb5GbEKBDY34p,https://api.spotify.com/v1/audio-analysis/3HdcqQpq7zb5GbEKBDY34p,184347,4
1386,Fruit Bats,Absolute Loser,0.517,0.512,7,-10.392,1,0.0288,0.329,0.0845,0.118,0.398,89.953,audio_features,45wGhAr9756RWGrSs35r56,spotify:track:45wGhAr9756RWGrSs35r56,https://api.spotify.com/v1/tracks/45wGhAr9756RWGrSs35r56,https://api.spotify.com/v1/audio-analysis/45wGhAr9756RWGrSs35r56,231800,4
1387,Fruit Bats,Don't You Know That,0.662,0.272,0,-9.193,1,0.0275,0.926,0.0441,0.108,0.172,99.929,audio_features,6qsrCOtbL7WTiOx8lMHrtn,spotify:track:6qsrCOtbL7WTiOx8lMHrtn,https://api.spotify.com/v1/tracks/6qsrCOtbL7WTiOx8lMHrtn,https://api.spotify.com/v1/audio-analysis/6qsrCOtbL7WTiOx8lMHrtn,209040,4
1388,The Gaslight Anthem,American Slang,0.56,0.818,0,-3.051,1,0.0329,0.000237,0.00349,0.18,0.714,131.949,audio_features,0bYOgWCqCiQ6mJZXyLLvQH,spotify:track:0bYOgWCqCiQ6mJZXyLLvQH,https://api.spotify.com/v1/tracks/0bYOgWCqCiQ6mJZXyLLvQH,https://api.spotify.com/v1/audio-analysis/0bYOgWCqCiQ6mJZXyLLvQH,221253,4
1389,The Gaslight Anthem,Get Hurt,0.526,0.688,0,-6.483,1,0.0311,0.0598,0.00322,0.0819,0.503,162.068,audio_features,5EeMYgfcEoRLnxw6CUUVfm,spotify:track:5EeMYgfcEoRLnxw6CUUVfm,https://api.spotify.com/v1/tracks/5EeMYgfcEoRLnxw6CUUVfm,https://api.spotify.com/v1/audio-analysis/5EeMYgfcEoRLnxw6CUUVfm,223360,4
1390,The Gaslight Anthem,Break Your Heart,0.661,0.228,4,-15.351,1,0.0278,0.943,0.00072,0.108,0.419,110.99,audio_features,5IK9oPNGizT8WSoTQxUVzy,spotify:track:5IK9oPNGizT8WSoTQxUVzy,https://api.spotify.com/v1/tracks/5IK9oPNGizT8WSoTQxUVzy,https://api.spotify.com/v1/audio-analysis/5IK9oPNGizT8WSoTQxUVzy,260467,4
1391,Gregory Alan Isakov,San Luis,0.567,0.434,7,-12.755,0,0.0349,0.86,0.257,0.115,0.254,82.459,audio_features,7gDNQLV9cr8449LFrQbk5J,spotify:track:7gDNQLV9cr8449LFrQbk5J,https://api.spotify.com/v1/tracks/7gDNQLV9cr8449LFrQbk5J,https://api.spotify.com/v1/audio-analysis/7gDNQLV9cr8449LFrQbk5J,272347,4
1392,The Haden Triplets,Making Believe,0.499,0.243,7,-12.125,1,0.0262,0.892,4.12e-05,0.0691,0.419,99.799,audio_features,4tidZaMyXxswIIdExG60tv,spotify:track:4tidZaMyXxswIIdExG60tv,https://api.spotify.com/v1/tracks/4tidZaMyXxswIIdExG60tv,https://api.spotify.com/v1/audio-analysis/4tidZaMyXxswIIdExG60tv,212040,4
1393,Haley Heynderickx,Oom Sha La La,0.538,0.417,2,-9.176,1,0.0361,0.275,0,0.206,0.252,115.422,audio_features,28kOpVf1aCgL0LSFfuKV4w,spotify:track:28kOpVf1aCgL0LSFfuKV4w,https://api.spotify.com/v1/tracks/28kOpVf1aCgL0LSFfuKV4w,https://api.spotify.com/v1/audio-analysis/28kOpVf1aCgL0LSFfuKV4w,177340,4
1394,Hard Working Americans,Ascending into Madness,0.521,0.536,9,-7.131,1,0.0356,0.516,0.0135,0.787,0.192,118.767,audio_features,5JJeLT7McN42NrY4vVtiWV,spotify:track:5JJeLT7McN42NrY4vVtiWV,https://api.spotify.com/v1/tracks/5JJeLT7McN42NrY4vVtiWV,https://api.spotify.com/v1/audio-analysis/5JJeLT7McN42NrY4vVtiWV,320387,3
1395,The Head And The Heart,Lost in My Mind,0.369,0.517,2,-9.125,1,0.0293,0.419,0.00019,0.286,0.364,95.352,audio_features,77hI6DJ12C9WohWk8XUhto,spotify:track:77hI6DJ12C9WohWk8XUhto,https://api.spotify.com/v1/tracks/77hI6DJ12C9WohWk8XUhto,https://api.spotify.com/v1/audio-analysis/77hI6DJ12C9WohWk8XUhto,259120,4
1396,Hiss Golden Messenger,Biloxi,0.616,0.849,9,-6.46,1,0.0593,0.36,0.000308,0.159,0.537,87.621,audio_features,2wGEpcBhfOWpGgFuPIRiNF,spotify:track:2wGEpcBhfOWpGgFuPIRiNF,https://api.spotify.com/v1/tracks/2wGEpcBhfOWpGgFuPIRiNF,https://api.spotify.com/v1/audio-analysis/2wGEpcBhfOWpGgFuPIRiNF,171493,4
1397,Hiss Golden Messenger,Southern Grammar,0.697,0.51,11,-8.367,0,0.0271,0.105,0.00016,0.136,0.495,91.209,audio_features,2QwUVesFvPOWW77Zfbw9fA,spotify:track:2QwUVesFvPOWW77Zfbw9fA,https://api.spotify.com/v1/tracks/2QwUVesFvPOWW77Zfbw9fA,https://api.spotify.com/v1/audio-analysis/2QwUVesFvPOWW77Zfbw9fA,292493,1
1398,The Hold Steady,Stuck Between Stations,0.277,0.97,2,-3.453,1,0.221,0.0601,0.00214,0.142,0.278,143.859,audio_features,35WmbtcmxN4RhL8uKmsErL,spotify:track:35WmbtcmxN4RhL8uKmsErL,https://api.spotify.com/v1/tracks/35WmbtcmxN4RhL8uKmsErL,https://api.spotify.com/v1/audio-analysis/35WmbtcmxN4RhL8uKmsErL,249547,4
1399,The Hold Steady,On With the Business,0.398,0.925,2,-6.127,1,0.0949,0.00143,3.86e-06,0.235,0.511,147.993,audio_features,0WZRh9afq9U5VDVhU6nof6,spotify:track:0WZRh9afq9U5VDVhU6nof6,https://api.spotify.com/v1/tracks/0WZRh9afq9U5VDVhU6nof6,https://api.spotify.com/v1/audio-analysis/0WZRh9afq9U5VDVhU6nof6,244373,4
1400,Houndmouth,For No One,0.534,0.254,3,-10.498,1,0.0326,0.856,0.000108,0.0724,0.165,129.156,audio_features,0QulORZFZqEC89K29V63j0,spotify:track:0QulORZFZqEC89K29V63j0,https://api.spotify.com/v1/tracks/0QulORZFZqEC89K29V63j0,https://api.spotify.com/v1/audio-analysis/0QulORZFZqEC89K29V63j0,229947,4
1401,Hurray For The Riff Raff,Blue Ridge Mountain,0.607,0.477,9,-8.585,1,0.0301,0.911,0.128,0.333,0.873,87.208,audio_features,0LDutPcTM5oGqNAU4h6A8t,spotify:track:0LDutPcTM5oGqNAU4h6A8t,https://api.spotify.com/v1/tracks/0LDutPcTM5oGqNAU4h6A8t,https://api.spotify.com/v1/audio-analysis/0LDutPcTM5oGqNAU4h6A8t,153547,4
1402,Hurray For The Riff Raff,The New SF Bay Blues,0.625,0.0938,7,-18.797,1,0.0362,0.827,0.00114,0.112,0.28,143.921,audio_features,0rGWDv8PCy2HlOaNqfKuPH,spotify:track:0rGWDv8PCy2HlOaNqfKuPH,https://api.spotify.com/v1/tracks/0rGWDv8PCy2HlOaNqfKuPH,https://api.spotify.com/v1/audio-analysis/0rGWDv8PCy2HlOaNqfKuPH,241280,4
1403,Jake Bugg,Southern Rain,0.504,0.542,10,-8.576,1,0.03,0.506,0.0448,0.341,0.567,82.373,audio_features,1OcOfK1OtgV2xDE5tdxm3T,spotify:track:1OcOfK1OtgV2xDE5tdxm3T,https://api.spotify.com/v1/tracks/1OcOfK1OtgV2xDE5tdxm3T,https://api.spotify.com/v1/audio-analysis/1OcOfK1OtgV2xDE5tdxm3T,234827,4
1404,Jake Bugg,All That,0.589,0.213,4,-13.554,1,0.0282,0.79,7.42e-06,0.093,0.199,87.581,audio_features,6LTZMla3DL2NoBxzupyRsZ,spotify:track:6LTZMla3DL2NoBxzupyRsZ,https://api.spotify.com/v1/tracks/6LTZMla3DL2NoBxzupyRsZ,https://api.spotify.com/v1/audio-analysis/6LTZMla3DL2NoBxzupyRsZ,162267,4
1405,Jake Bugg,A Song About Love,0.527,0.413,1,-6.54,1,0.0331,0.0834,0,0.106,0.144,148.777,audio_features,7JsFpqsdZvFIxZqfrv6COX,spotify:track:7JsFpqsdZvFIxZqfrv6COX,https://api.spotify.com/v1/tracks/7JsFpqsdZvFIxZqfrv6COX,https://api.spotify.com/v1/audio-analysis/7JsFpqsdZvFIxZqfrv6COX,238333,3
1406,Jamestown Revival,Golden Age,0.501,0.589,5,-7.872,1,0.0348,0.0424,2.23e-05,0.314,0.32,144.193,audio_features,29gUnXlUBkMl5kAq9vLtpZ,spotify:track:29gUnXlUBkMl5kAq9vLtpZ,https://api.spotify.com/v1/tracks/29gUnXlUBkMl5kAq9vLtpZ,https://api.spotify.com/v1/audio-analysis/29gUnXlUBkMl5kAq9vLtpZ,247307,4
1407,Jamestown Revival,Headhunters,0.393,0.823,7,-7.917,1,0.245,0.189,9.32e-06,0.173,0.38,168.488,audio_features,3lpLwsno25c3393UtJ3M1q,spotify:track:3lpLwsno25c3393UtJ3M1q,https://api.spotify.com/v1/tracks/3lpLwsno25c3393UtJ3M1q,https://api.spotify.com/v1/audio-analysis/3lpLwsno25c3393UtJ3M1q,219680,4
1408,Jason Isbell,If It Takes a Lifetime,0.556,0.504,9,-11.513,1,0.0293,0.0427,0.000356,0.0582,0.616,84.421,audio_features,2hsf7VvrBm44soR5rtDVXw,spotify:track:2hsf7VvrBm44soR5rtDVXw,https://api.spotify.com/v1/tracks/2hsf7VvrBm44soR5rtDVXw,https://api.spotify.com/v1/audio-analysis/2hsf7VvrBm44soR5rtDVXw,220587,4
1409,Jason Isbell,Traveling Alone,0.564,0.404,2,-11.599,1,0.0283,0.15,7.61e-05,0.147,0.328,127.886,audio_features,65oAtBPpdlrKtVCIioBsiT,spotify:track:65oAtBPpdlrKtVCIioBsiT,https://api.spotify.com/v1/tracks/65oAtBPpdlrKtVCIioBsiT,https://api.spotify.com/v1/audio-analysis/65oAtBPpdlrKtVCIioBsiT,269693,4
1410,The Jayhawks,Quiet Corners & Empty Spaces,0.535,0.768,1,-6.282,0,0.0282,0.0895,0.000217,0.356,0.564,114.791,audio_features,7crEMhx5kDsaV7hHmL0gkE,spotify:track:7crEMhx5kDsaV7hHmL0gkE,https://api.spotify.com/v1/tracks/7crEMhx5kDsaV7hHmL0gkE,https://api.spotify.com/v1/audio-analysis/7crEMhx5kDsaV7hHmL0gkE,186961,4
1411,Jeff Plankenhorn,Trouble Find Me,0.526,0.505,2,-6.151,1,0.0239,0.244,0.00011,0.0936,0.332,77.979,audio_features,2gwzwZ8B1fFHORVCIXfrpX,spotify:track:2gwzwZ8B1fFHORVCIXfrpX,https://api.spotify.com/v1/tracks/2gwzwZ8B1fFHORVCIXfrpX,https://api.spotify.com/v1/audio-analysis/2gwzwZ8B1fFHORVCIXfrpX,339813,4
1412,Jenny Lewis,She's Not Me,0.453,0.771,4,-6.341,1,0.0273,0.00487,0.00188,0.271,0.794,93.193,audio_features,388mKnPdjaZ6FCRvmRmGlH,spotify:track:388mKnPdjaZ6FCRvmRmGlH,https://api.spotify.com/v1/tracks/388mKnPdjaZ6FCRvmRmGlH,https://api.spotify.com/v1/audio-analysis/388mKnPdjaZ6FCRvmRmGlH,249520,4
1413,Jenny Lewis,Just One of the Guys,0.325,0.664,9,-4.45,1,0.0344,0.00119,0,0.187,0.367,135.883,audio_features,5YdrHBh16li6d7U5mdTwUb,spotify:track:5YdrHBh16li6d7U5mdTwUb,https://api.spotify.com/v1/tracks/5YdrHBh16li6d7U5mdTwUb,https://api.spotify.com/v1/audio-analysis/5YdrHBh16li6d7U5mdTwUb,231827,4
1414,Jenny Lewis,Slippery Slopes,0.418,0.659,7,-4.293,1,0.0268,0.0575,0.000128,0.159,0.418,82.744,audio_features,77JVC8UlQdTw9nEamTbFYB,spotify:track:77JVC8UlQdTw9nEamTbFYB,https://api.spotify.com/v1/tracks/77JVC8UlQdTw9nEamTbFYB,https://api.spotify.com/v1/audio-analysis/77JVC8UlQdTw9nEamTbFYB,218893,4
1415,Jim James,Here In Spirit,0.487,0.555,11,-5.919,0,0.0419,0.00693,0.0216,0.265,0.502,79.689,audio_features,5GE8FTL15kS123apRK7vD4,spotify:track:5GE8FTL15kS123apRK7vD4,https://api.spotify.com/v1/tracks/5GE8FTL15kS123apRK7vD4,https://api.spotify.com/v1/audio-analysis/5GE8FTL15kS123apRK7vD4,256413,3
1416,J Mascis,Me Again,0.389,0.389,3,-11.475,1,0.0281,0.891,0.223,0.145,0.256,171.313,audio_features,4kgD89hUKCdmnSlPOksNjK,spotify:track:4kgD89hUKCdmnSlPOksNjK,https://api.spotify.com/v1/tracks/4kgD89hUKCdmnSlPOksNjK,https://api.spotify.com/v1/audio-analysis/4kgD89hUKCdmnSlPOksNjK,264760,4
1417,Joe Jackson,One More Time,0.576,0.775,7,-4.362,0,0.03,0.0184,3.76e-06,0.304,0.961,91.751,audio_features,58mrmsFALBK0U5upDSZLvr,spotify:track:58mrmsFALBK0U5upDSZLvr,https://api.spotify.com/v1/tracks/58mrmsFALBK0U5upDSZLvr,https://api.spotify.com/v1/audio-analysis/58mrmsFALBK0U5upDSZLvr,196867,4
1418,John Doe,Go Baby Go,0.509,0.89,2,-5.392,1,0.0322,0.00312,0.000329,0.0995,0.815,132.674,audio_features,1TNtR5VtBaH1jYeg6Jc1j0,spotify:track:1TNtR5VtBaH1jYeg6Jc1j0,https://api.spotify.com/v1/tracks/1TNtR5VtBaH1jYeg6Jc1j0,https://api.spotify.com/v1/audio-analysis/1TNtR5VtBaH1jYeg6Jc1j0,205280,4
1419,John Fullbright,Never Cry Again,0.693,0.688,2,-4.984,1,0.0256,0.581,9.75e-05,0.312,0.733,113.0,audio_features,7DYUY0pnLNBCXagn4ucIcX,spotify:track:7DYUY0pnLNBCXagn4ucIcX,https://api.spotify.com/v1/tracks/7DYUY0pnLNBCXagn4ucIcX,https://api.spotify.com/v1/audio-analysis/7DYUY0pnLNBCXagn4ucIcX,254947,4
1420,John Moreland,Hang Me in the Tulsa County Stars,0.455,0.234,0,-9.802,1,0.0318,0.833,0,0.162,0.108,101.882,audio_features,4mgHHlmNwFXNHIz0dIBNCN,spotify:track:4mgHHlmNwFXNHIz0dIBNCN,https://api.spotify.com/v1/tracks/4mgHHlmNwFXNHIz0dIBNCN,https://api.spotify.com/v1/audio-analysis/4mgHHlmNwFXNHIz0dIBNCN,221200,4
1421,John Moreland,American Flags in Black & White,0.582,0.397,9,-11.971,1,0.0297,0.0701,0.045,0.106,0.418,137.935,audio_features,6jXL2rKNLpPYUwTUrzPa7k,spotify:track:6jXL2rKNLpPYUwTUrzPa7k,https://api.spotify.com/v1/tracks/6jXL2rKNLpPYUwTUrzPa7k,https://api.spotify.com/v1/audio-analysis/6jXL2rKNLpPYUwTUrzPa7k,276822,4
1422,John Moreland,You Don't Care for Me Enough to Cry,0.389,0.208,2,-11.669,1,0.0359,0.861,7.76e-06,0.192,0.233,90.346,audio_features,1tQGRq2WOBXjL3JWdWMONg,spotify:track:1tQGRq2WOBXjL3JWdWMONg,https://api.spotify.com/v1/tracks/1tQGRq2WOBXjL3JWdWMONg,https://api.spotify.com/v1/audio-analysis/1tQGRq2WOBXjL3JWdWMONg,254619,4
1423,Jon Dee Graham,Beautifully Broken,0.473,0.873,4,-6.017,1,0.0471,0.00747,0.00143,0.0984,0.574,149.937,audio_features,3ZB23HWnCLgNR7jv82MqQn,spotify:track:3ZB23HWnCLgNR7jv82MqQn,https://api.spotify.com/v1/tracks/3ZB23HWnCLgNR7jv82MqQn,https://api.spotify.com/v1/audio-analysis/3ZB23HWnCLgNR7jv82MqQn,194373,4
1424,Kat Edmonson,Rainy Day Woman,0.36,0.521,5,-7.632,0,0.034,0.147,1.91e-06,0.265,0.319,112.014,audio_features,1Y9FNw2lTHCUyxPnr1LSyG,spotify:track:1Y9FNw2lTHCUyxPnr1LSyG,https://api.spotify.com/v1/tracks/1Y9FNw2lTHCUyxPnr1LSyG,https://api.spotify.com/v1/audio-analysis/1Y9FNw2lTHCUyxPnr1LSyG,205400,4
1425,Kathleen Edwards,For The Record,0.654,0.313,0,-11.919,1,0.0362,0.922,0.0402,0.117,0.0773,118.128,audio_features,2bQPB87qT505K6zu9iibM3,spotify:track:2bQPB87qT505K6zu9iibM3,https://api.spotify.com/v1/tracks/2bQPB87qT505K6zu9iibM3,https://api.spotify.com/v1/audio-analysis/2bQPB87qT505K6zu9iibM3,426600,4
1426,Kevin Gordon,Colfax,0.662,0.367,5,-10.692,1,0.0334,0.11,0.00114,0.0526,0.402,137.948,audio_features,3TubikvKufnOperP0unDsJ,spotify:track:3TubikvKufnOperP0unDsJ,https://api.spotify.com/v1/tracks/3TubikvKufnOperP0unDsJ,https://api.spotify.com/v1/audio-analysis/3TubikvKufnOperP0unDsJ,624613,4
1427,Kevin Morby,City Music,0.509,0.469,7,-7.103,1,0.0336,0.242,0.151,0.11,0.62,122.441,audio_features,4equkWkj4HbZD3OXHhpdnH,spotify:track:4equkWkj4HbZD3OXHhpdnH,https://api.spotify.com/v1/tracks/4equkWkj4HbZD3OXHhpdnH,https://api.spotify.com/v1/audio-analysis/4equkWkj4HbZD3OXHhpdnH,404373,4
1428,Kevin Morby,Oh My God,0.319,0.262,4,-9.478,1,0.0322,0.968,0.458,0.164,0.0824,83.337,audio_features,2CRW3xqrGFN2dHl6YNezsC,spotify:track:2CRW3xqrGFN2dHl6YNezsC,https://api.spotify.com/v1/tracks/2CRW3xqrGFN2dHl6YNezsC,https://api.spotify.com/v1/audio-analysis/2CRW3xqrGFN2dHl6YNezsC,245099,4
1429,Kevin Morby,OMG Rock n Roll,0.427,0.774,9,-4.377,1,0.0502,0.287,0.678,0.108,0.154,125.113,audio_features,002ZKDDKt6oObJzIQq5Mrv,spotify:track:002ZKDDKt6oObJzIQq5Mrv,https://api.spotify.com/v1/tracks/002ZKDDKt6oObJzIQq5Mrv,https://api.spotify.com/v1/audio-analysis/002ZKDDKt6oObJzIQq5Mrv,149120,4
1430,Kevin Morby,O Behold,0.447,0.356,4,-9.313,1,0.0361,0.883,0.134,0.102,0.13,134.591,audio_features,1StoaJPJgofH3YXL4VSGQQ,spotify:track:1StoaJPJgofH3YXL4VSGQQ,https://api.spotify.com/v1/tracks/1StoaJPJgofH3YXL4VSGQQ,https://api.spotify.com/v1/audio-analysis/1StoaJPJgofH3YXL4VSGQQ,221760,4
1431,Kingsley Flood,Tricks,0.534,0.72,6,-5.42,0,0.0357,0.106,9.36e-05,0.121,0.411,118.081,audio_features,5lVpWTQNSj1O6f8NeLqjb5,spotify:track:5lVpWTQNSj1O6f8NeLqjb5,https://api.spotify.com/v1/tracks/5lVpWTQNSj1O6f8NeLqjb5,https://api.spotify.com/v1/audio-analysis/5lVpWTQNSj1O6f8NeLqjb5,300148,4
1432,Kingsley Flood,Another Other,0.446,0.712,0,-4.426,1,0.0462,0.0552,0,0.103,0.543,186.039,audio_features,5q4ThJTDrEoQR4bFM0jM1E,spotify:track:5q4ThJTDrEoQR4bFM0jM1E,https://api.spotify.com/v1/tracks/5q4ThJTDrEoQR4bFM0jM1E,https://api.spotify.com/v1/audio-analysis/5q4ThJTDrEoQR4bFM0jM1E,188735,4
1433,Lana Del Rey,Video Games,0.39,0.255,6,-9.676,0,0.0299,0.806,1.14e-06,0.0887,0.179,122.056,audio_features,5by7gtiDrxe4n2qQQunL8S,spotify:track:5by7gtiDrxe4n2qQQunL8S,https://api.spotify.com/v1/tracks/5by7gtiDrxe4n2qQQunL8S,https://api.spotify.com/v1/audio-analysis/5by7gtiDrxe4n2qQQunL8S,281947,4
1434,Lana Del Rey,Pretty When You Cry,0.509,0.547,10,-6.548,0,0.0417,0.399,0,0.215,0.197,109.436,audio_features,6PnluwP0fjGnpIBsqTdUTq,spotify:track:6PnluwP0fjGnpIBsqTdUTq,https://api.spotify.com/v1/tracks/6PnluwP0fjGnpIBsqTdUTq,https://api.spotify.com/v1/audio-analysis/6PnluwP0fjGnpIBsqTdUTq,234147,4
1435,Lana Del Rey,Fucked My Way Up To The Top,0.52,0.69,5,-5.919,1,0.0554,0.601,0.201,0.137,0.182,129.839,audio_features,70Laus6ozJIHDpfTtUSmAZ,spotify:track:70Laus6ozJIHDpfTtUSmAZ,https://api.spotify.com/v1/tracks/70Laus6ozJIHDpfTtUSmAZ,https://api.spotify.com/v1/audio-analysis/70Laus6ozJIHDpfTtUSmAZ,212227,4
1436,Lana Del Rey,Guns And Roses,0.533,0.666,8,-8.957,0,0.0448,0.3,0.00862,0.115,0.343,108.928,audio_features,0vfPEfQk0ZCHExTZ007Ryr,spotify:track:0vfPEfQk0ZCHExTZ007Ryr,https://api.spotify.com/v1/tracks/0vfPEfQk0ZCHExTZ007Ryr,https://api.spotify.com/v1/audio-analysis/0vfPEfQk0ZCHExTZ007Ryr,270640,4
1437,Lana Del Rey,Florida Kilos,0.266,0.513,0,-7.852,1,0.0388,0.28,5.98e-05,0.11,0.579,200.781,audio_features,0iQPnK3bi7O27c5T2HBTdr,spotify:track:0iQPnK3bi7O27c5T2HBTdr,https://api.spotify.com/v1/tracks/0iQPnK3bi7O27c5T2HBTdr,https://api.spotify.com/v1/audio-analysis/0iQPnK3bi7O27c5T2HBTdr,256040,4
1438,Langhorne Slim,Spirit Moves,0.406,0.97,1,-4.279,1,0.172,6.24e-05,0.157,0.0845,0.33,145.206,audio_features,0RUWpCDScMUVURBFNkzygH,spotify:track:0RUWpCDScMUVURBFNkzygH,https://api.spotify.com/v1/tracks/0RUWpCDScMUVURBFNkzygH,https://api.spotify.com/v1/audio-analysis/0RUWpCDScMUVURBFNkzygH,178973,4
