,artist,song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Fiona Apple,Fetch The Bolt Cutters,0.485,0.488,0,-11.34,1,0.171,0.526,2.02e-05,0.0686,0.339,150.856,audio_features,4SdubskbLiOkpsIjRVVsya,spotify:track:4SdubskbLiOkpsIjRVVsya,https://api.spotify.com/v1/tracks/4SdubskbLiOkpsIjRVVsya,https://api.spotify.com/v1/audio-analysis/4SdubskbLiOkpsIjRVVsya,298457,4
1,Phoebe Bridgers,I Know The End,0.328,0.32,1,-10.282,1,0.035,0.324,0.019,0.234,0.259,111.453,audio_features,3cr3oAP4bQFNjZBV7ElKaB,spotify:track:3cr3oAP4bQFNjZBV7ElKaB,https://api.spotify.com/v1/tracks/3cr3oAP4bQFNjZBV7ElKaB,https://api.spotify.com/v1/audio-analysis/3cr3oAP4bQFNjZBV7ElKaB,344693,4
2,Brian Johannesen,Holster Your Silver,0.246,0.334,7,-14.365,1,0.0307,0.0154,0.0116,0.147,0.234,81.33,audio_features,31fwgj2HIy7CnQCBfD2wZ5,spotify:track:31fwgj2HIy7CnQCBfD2wZ5,https://api.spotify.com/v1/tracks/31fwgj2HIy7CnQCBfD2wZ5,https://api.spotify.com/v1/audio-analysis/31fwgj2HIy7CnQCBfD2wZ5,269500,4
3,Waxahatchee,Fire,0.613,0.454,7,-11.808,1,0.0484,0.681,6.65e-06,0.137,0.196,85.075,audio_features,2QUEBOSGpKpL6bzzbQiwwo,spotify:track:2QUEBOSGpKpL6bzzbQiwwo,https://api.spotify.com/v1/tracks/2QUEBOSGpKpL6bzzbQiwwo,https://api.spotify.com/v1/audio-analysis/2QUEBOSGpKpL6bzzbQiwwo,217373,4
4,The Lone Bellow,Count On Me,0.374,0.798,2,-4.66,1,0.111,0.022,6.29e-06,0.403,0.311,152.058,audio_features,5sA7NCo4bHH9stpolSymvz,spotify:track:5sA7NCo4bHH9stpolSymvz,https://api.spotify.com/v1/tracks/5sA7NCo4bHH9stpolSymvz,https://api.spotify.com/v1/audio-analysis/5sA7NCo4bHH9stpolSymvz,160600,4
5,Mt. Joy,Bug Eyes,0.284,0.45,5,-8.696,1,0.0423,0.385,0.0646,0.233,0.182,82.974,audio_features,7Bmd0vPLxSyFFLH7VXm7T2,spotify:track:7Bmd0vPLxSyFFLH7VXm7T2,https://api.spotify.com/v1/tracks/7Bmd0vPLxSyFFLH7VXm7T2,https://api.spotify.com/v1/audio-analysis/7Bmd0vPLxSyFFLH7VXm7T2,303827,4
6,Futurebirds,Waiting On a Call,0.488,0.309,4,-12.463,1,0.0317,0.661,0.00362,0.126,0.0552,122.091,audio_features,3RlB9hIcbnL2WMtdIeDboQ,spotify:track:3RlB9hIcbnL2WMtdIeDboQ,https://api.spotify.com/v1/tracks/3RlB9hIcbnL2WMtdIeDboQ,https://api.spotify.com/v1/audio-analysis/3RlB9hIcbnL2WMtdIeDboQ,353053,4
7,Dave Simonett,You Belong Right Here,0.461,0.51,7,-8.735,1,0.0255,0.537,0.000299,0.106,0.485,79.006,audio_features,7dIiz3ckW8OCCe4gG8N6UC,spotify:track:7dIiz3ckW8OCCe4gG8N6UC,https://api.spotify.com/v1/tracks/7dIiz3ckW8OCCe4gG8N6UC,https://api.spotify.com/v1/audio-analysis/7dIiz3ckW8OCCe4gG8N6UC,250480,4
8,Waxahatchee,Ruby Falls,0.509,0.264,7,-13.329,1,0.0458,0.799,3.8e-06,0.114,0.0727,126.971,audio_features,3vLnuIPl8sYRO54CP4Rn5q,spotify:track:3vLnuIPl8sYRO54CP4Rn5q,https://api.spotify.com/v1/tracks/3vLnuIPl8sYRO54CP4Rn5q,https://api.spotify.com/v1/audio-analysis/3vLnuIPl8sYRO54CP4Rn5q,231133,4
9,Marcus King,Wildflowers & Wine,0.447,0.428,0,-8.64,1,0.0411,0.647,0.000286,0.112,0.329,156.707,audio_features,1l8TpQdbsiQvMB9SuPsaiv,spotify:track:1l8TpQdbsiQvMB9SuPsaiv,https://api.spotify.com/v1/tracks/1l8TpQdbsiQvMB9SuPsaiv,https://api.spotify.com/v1/audio-analysis/1l8TpQdbsiQvMB9SuPsaiv,288120,3
10,Marcus King,Young Man’s Dream,0.465,0.253,2,-11.032,1,0.0313,0.59,0,0.255,0.383,96.123,audio_features,1BwOyRXKzhEthcwqQ8IVq3,spotify:track:1BwOyRXKzhEthcwqQ8IVq3,https://api.spotify.com/v1/tracks/1BwOyRXKzhEthcwqQ8IVq3,https://api.spotify.com/v1/audio-analysis/1BwOyRXKzhEthcwqQ8IVq3,188920,4
11,The Lone Bellow,Wonder,0.565,0.559,0,-7.454,1,0.0296,0.507,1.86e-05,0.111,0.342,92.996,audio_features,7yrc7HqZGrIbpWvilpyzt0,spotify:track:7yrc7HqZGrIbpWvilpyzt0,https://api.spotify.com/v1/tracks/7yrc7HqZGrIbpWvilpyzt0,https://api.spotify.com/v1/audio-analysis/7yrc7HqZGrIbpWvilpyzt0,298987,4
12,Waxahatchee,Lilacs,0.74,0.695,7,-9.445,1,0.0303,0.53,3.55e-05,0.0752,0.427,102.994,audio_features,5MDUdi9T4Ee4Kv33SbewC3,spotify:track:5MDUdi9T4Ee4Kv33SbewC3,https://api.spotify.com/v1/tracks/5MDUdi9T4Ee4Kv33SbewC3,https://api.spotify.com/v1/audio-analysis/5MDUdi9T4Ee4Kv33SbewC3,195600,4
13,Clem Snide,Emily,0.309,0.285,2,-9.732,1,0.0329,0.454,0.0267,0.111,0.178,195.179,audio_features,0Vur2lYW0WhkvDQNG6VIDB,spotify:track:0Vur2lYW0WhkvDQNG6VIDB,https://api.spotify.com/v1/tracks/0Vur2lYW0WhkvDQNG6VIDB,https://api.spotify.com/v1/audio-analysis/0Vur2lYW0WhkvDQNG6VIDB,248615,3
14,Jonathan Wilson,So Alive,0.352,0.688,4,-7.738,0,0.0352,0.301,0.000985,0.214,0.345,109.287,audio_features,7DD5wcPlymmT08oVWNQWux,spotify:track:7DD5wcPlymmT08oVWNQWux,https://api.spotify.com/v1/tracks/7DD5wcPlymmT08oVWNQWux,https://api.spotify.com/v1/audio-analysis/7DD5wcPlymmT08oVWNQWux,289676,4
15,Bonny Light Horseman,Deep In Love,0.618,0.558,5,-8.184,1,0.0251,0.604,0.395,0.124,0.336,111.709,audio_features,2ehQ2UuXplkqly0XBBAPud,spotify:track:2ehQ2UuXplkqly0XBBAPud,https://api.spotify.com/v1/tracks/2ehQ2UuXplkqly0XBBAPud,https://api.spotify.com/v1/audio-analysis/2ehQ2UuXplkqly0XBBAPud,309072,4
16,The Lone Bellow,Martingales,0.54,0.712,11,-5.813,0,0.044,0.395,8.71e-05,0.214,0.574,139.913,audio_features,44jvgsSm9fH3rxsjQBISyB,spotify:track:44jvgsSm9fH3rxsjQBISyB,https://api.spotify.com/v1/tracks/44jvgsSm9fH3rxsjQBISyB,https://api.spotify.com/v1/audio-analysis/44jvgsSm9fH3rxsjQBISyB,247480,4
17,Aubrie Sellers,Going Places,0.419,0.605,0,-8.592,1,0.0401,0.674,0.19,0.117,0.354,105.771,audio_features,3M8rO5XS7NmpgExrE6bj1J,spotify:track:3M8rO5XS7NmpgExrE6bj1J,https://api.spotify.com/v1/tracks/3M8rO5XS7NmpgExrE6bj1J,https://api.spotify.com/v1/audio-analysis/3M8rO5XS7NmpgExrE6bj1J,259573,4
18,The Lone Bellow,Just Enough To Get By,0.482,0.712,2,-4.81,1,0.0719,0.117,0,0.0742,0.39,144.04,audio_features,4IGNWDnRxXv5Ql3QhTUHNv,spotify:track:4IGNWDnRxXv5Ql3QhTUHNv,https://api.spotify.com/v1/tracks/4IGNWDnRxXv5Ql3QhTUHNv,https://api.spotify.com/v1/audio-analysis/4IGNWDnRxXv5Ql3QhTUHNv,185293,4
19,Lucinda Williams,Big Black Train,0.288,0.431,6,-8.906,1,0.0558,0.422,0.00397,0.113,0.388,87.796,audio_features,42C7XkZNUA4ZHjsI1LwNrH,spotify:track:42C7XkZNUA4ZHjsI1LwNrH,https://api.spotify.com/v1/tracks/42C7XkZNUA4ZHjsI1LwNrH,https://api.spotify.com/v1/audio-analysis/42C7XkZNUA4ZHjsI1LwNrH,327486,4
20,Dave Simonett,In the Western Wind and the Sunrise,0.318,0.369,9,-10.648,1,0.0305,0.924,0.435,0.214,0.0889,114.801,audio_features,5jg2cZx1fUqq9YtXGBzYVd,spotify:track:5jg2cZx1fUqq9YtXGBzYVd,https://api.spotify.com/v1/tracks/5jg2cZx1fUqq9YtXGBzYVd,https://api.spotify.com/v1/audio-analysis/5jg2cZx1fUqq9YtXGBzYVd,370326,4
21,Basia Bulat,Are You in Love?,0.509,0.438,5,-6.854,1,0.0242,0.497,2.65e-06,0.118,0.212,80.242,audio_features,1g91kB1CRYJFbRAG3huH2e,spotify:track:1g91kB1CRYJFbRAG3huH2e,https://api.spotify.com/v1/tracks/1g91kB1CRYJFbRAG3huH2e,https://api.spotify.com/v1/audio-analysis/1g91kB1CRYJFbRAG3huH2e,269827,3
22,Swamp Dogg,Memories,0.71,0.299,0,-14.114,1,0.0539,0.862,0.0168,0.259,0.644,119.992,audio_features,5y5WH3KIiZqLtKXZedqXVI,spotify:track:5y5WH3KIiZqLtKXZedqXVI,https://api.spotify.com/v1/tracks/5y5WH3KIiZqLtKXZedqXVI,https://api.spotify.com/v1/audio-analysis/5y5WH3KIiZqLtKXZedqXVI,287880,4
23,Lucinda Williams,Good Souls,0.615,0.273,0,-8.999,1,0.0293,0.629,0.00122,0.112,0.384,78.132,audio_features,2pMTeB6Oysu6RgqtLh8AvR,spotify:track:2pMTeB6Oysu6RgqtLh8AvR,https://api.spotify.com/v1/tracks/2pMTeB6Oysu6RgqtLh8AvR,https://api.spotify.com/v1/audio-analysis/2pMTeB6Oysu6RgqtLh8AvR,454980,1
24,Swamp Dogg,Please Let Me Go Round Again,0.716,0.33,0,-13.283,1,0.046,0.193,2.94e-05,0.124,0.572,139.927,audio_features,2fi8FxdNAfWZ0br7XeNjIR,spotify:track:2fi8FxdNAfWZ0br7XeNjIR,https://api.spotify.com/v1/tracks/2fi8FxdNAfWZ0br7XeNjIR,https://api.spotify.com/v1/audio-analysis/2fi8FxdNAfWZ0br7XeNjIR,280840,4
25,Aubrie Sellers,Haven't Even Kissed Me Yet,0.279,0.356,3,-11.676,1,0.0344,0.456,0.0397,0.0856,0.0936,133.189,audio_features,1RLCeFcCmkj7VC39hZeA6o,spotify:track:1RLCeFcCmkj7VC39hZeA6o,https://api.spotify.com/v1/tracks/1RLCeFcCmkj7VC39hZeA6o,https://api.spotify.com/v1/audio-analysis/1RLCeFcCmkj7VC39hZeA6o,273040,4
26,Mt. Joy,Come With Me,0.576,0.637,7,-7.264,1,0.0449,0.425,0.000146,0.0841,0.271,131.12,audio_features,0tDyI4fTS5oh2b78jGjyiU,spotify:track:0tDyI4fTS5oh2b78jGjyiU,https://api.spotify.com/v1/tracks/0tDyI4fTS5oh2b78jGjyiU,https://api.spotify.com/v1/audio-analysis/0tDyI4fTS5oh2b78jGjyiU,188720,4
27,Mondo Cozmo,Black Cadillac,0.43,0.878,8,-3.758,1,0.0464,2.34e-05,3.75e-06,0.113,0.484,120.034,audio_features,1xS4t7XeSjLhR9Q4RkfPq9,spotify:track:1xS4t7XeSjLhR9Q4RkfPq9,https://api.spotify.com/v1/tracks/1xS4t7XeSjLhR9Q4RkfPq9,https://api.spotify.com/v1/audio-analysis/1xS4t7XeSjLhR9Q4RkfPq9,256026,4
28,Marcus King,The Well,0.58,0.573,9,-8.137,1,0.061,0.00305,0.0015,0.182,0.477,121.225,audio_features,4wszHgvhXYlN2Io813hLQ1,spotify:track:4wszHgvhXYlN2Io813hLQ1,https://api.spotify.com/v1/tracks/4wszHgvhXYlN2Io813hLQ1,https://api.spotify.com/v1/audio-analysis/4wszHgvhXYlN2Io813hLQ1,177093,4
29,Futurebirds,Wandering Minds,0.371,0.328,9,-11.763,1,0.0282,0.0792,0.048,0.101,0.115,83.041,audio_features,4tkaEifyrXkD6Y0EyoPml0,spotify:track:4tkaEifyrXkD6Y0EyoPml0,https://api.spotify.com/v1/tracks/4tkaEifyrXkD6Y0EyoPml0,https://api.spotify.com/v1/audio-analysis/4tkaEifyrXkD6Y0EyoPml0,184027,4
30,Swamp Dogg,"Sleeping Without You Is a Dragg (feat. Justin Vernon, Jenny Lewis)",0.674,0.313,5,-11.384,1,0.0425,0.289,0.0803,0.091,0.514,77.019,audio_features,647yyMzcgJc1dON8QddRFo,spotify:track:647yyMzcgJc1dON8QddRFo,https://api.spotify.com/v1/tracks/647yyMzcgJc1dON8QddRFo,https://api.spotify.com/v1/audio-analysis/647yyMzcgJc1dON8QddRFo,241773,4
31,Mt. Joy,Let Loose,0.514,0.642,0,-6.938,1,0.0326,0.496,0.00506,0.134,0.618,147.031,audio_features,4xXglb2SBiHnqPMQiItlrG,spotify:track:4xXglb2SBiHnqPMQiItlrG,https://api.spotify.com/v1/tracks/4xXglb2SBiHnqPMQiItlrG,https://api.spotify.com/v1/audio-analysis/4xXglb2SBiHnqPMQiItlrG,221947,4
32,Futurebirds,My Broken Arm,0.323,0.809,4,-9.104,1,0.0455,0.133,0.00602,0.0695,0.632,170.159,audio_features,4tOVF4JWySA3SF80UucvFc,spotify:track:4tOVF4JWySA3SF80UucvFc,https://api.spotify.com/v1/tracks/4tOVF4JWySA3SF80UucvFc,https://api.spotify.com/v1/audio-analysis/4tOVF4JWySA3SF80UucvFc,261187,4
33,Darrell Scott,My Sweet Love Ain't Around,0.425,0.465,2,-10.394,1,0.0471,0.909,0.106,0.101,0.373,78.809,audio_features,59paz0XuIO29C6rG05hPwJ,spotify:track:59paz0XuIO29C6rG05hPwJ,https://api.spotify.com/v1/tracks/59paz0XuIO29C6rG05hPwJ,https://api.spotify.com/v1/audio-analysis/59paz0XuIO29C6rG05hPwJ,291765,4
34,Jake Bugg,Kiss Like the Sun - Acoustic,0.533,0.831,5,-1.646,1,0.029,0.717,0.0002,0.158,0.798,108.01,audio_features,2itof5StACrst0a2QEqvuA,spotify:track:2itof5StACrst0a2QEqvuA,https://api.spotify.com/v1/tracks/2itof5StACrst0a2QEqvuA,https://api.spotify.com/v1/audio-analysis/2itof5StACrst0a2QEqvuA,175730,4
35,Mt. Joy,My Vibe,0.673,0.704,6,-5.766,0,0.0339,0.493,2.04e-06,0.0732,0.578,93.547,audio_features,1O311g0sdTeNGr7nusQteS,spotify:track:1O311g0sdTeNGr7nusQteS,https://api.spotify.com/v1/tracks/1O311g0sdTeNGr7nusQteS,https://api.spotify.com/v1/audio-analysis/1O311g0sdTeNGr7nusQteS,157267,4
36,Perfume Genius,Jason,0.34,0.324,1,-7.6,1,0.0344,0.345,1.64e-05,0.0847,0.344,145.89,audio_features,4pCo0hx75daUKKkfi1XXOO,spotify:track:4pCo0hx75daUKKkfi1XXOO,https://api.spotify.com/v1/tracks/4pCo0hx75daUKKkfi1XXOO,https://api.spotify.com/v1/audio-analysis/4pCo0hx75daUKKkfi1XXOO,185827,4
37,Drive-By Truckers,Grievance Merchants,0.542,0.835,9,-5.121,0,0.0427,0.395,0.754,0.0749,0.502,112.003,audio_features,4GD3bAh2CT8esxBlkeBCmy,spotify:track:4GD3bAh2CT8esxBlkeBCmy,https://api.spotify.com/v1/tracks/4GD3bAh2CT8esxBlkeBCmy,https://api.spotify.com/v1/audio-analysis/4GD3bAh2CT8esxBlkeBCmy,248400,4
38,Reckless Kelly,Tom Was a Friend of Mine,0.543,0.538,0,-9.65,1,0.0277,0.291,0.00202,0.116,0.502,109.2,audio_features,4S5NTL3ScWAkyDR8LnFG9k,spotify:track:4S5NTL3ScWAkyDR8LnFG9k,https://api.spotify.com/v1/tracks/4S5NTL3ScWAkyDR8LnFG9k,https://api.spotify.com/v1/audio-analysis/4S5NTL3ScWAkyDR8LnFG9k,212796,4
39,Christopher Paul Stelling,Hear Me Calling,0.364,0.836,1,-4.688,0,0.0557,0.0311,0.0167,0.0394,0.42,179.392,audio_features,1fauNsVj2WQAbBkEXsfIZU,spotify:track:1fauNsVj2WQAbBkEXsfIZU,https://api.spotify.com/v1/tracks/1fauNsVj2WQAbBkEXsfIZU,https://api.spotify.com/v1/audio-analysis/1fauNsVj2WQAbBkEXsfIZU,186893,3
40,Lucinda Williams,When the Way Gets Dark,0.425,0.332,7,-10.04,1,0.031,0.623,0.000353,0.104,0.283,95.493,audio_features,0jevq633Havix9k217P3F5,spotify:track:0jevq633Havix9k217P3F5,https://api.spotify.com/v1/tracks/0jevq633Havix9k217P3F5,https://api.spotify.com/v1/audio-analysis/0jevq633Havix9k217P3F5,206671,4
41,Ray LaMontagne,"Roll Me Mama, Roll Me",0.597,0.316,5,-12.896,1,0.0325,0.824,0.128,0.125,0.266,92.922,audio_features,51HHXLUtSXbRZQMzqOFXl3,spotify:track:51HHXLUtSXbRZQMzqOFXl3,https://api.spotify.com/v1/tracks/51HHXLUtSXbRZQMzqOFXl3,https://api.spotify.com/v1/audio-analysis/51HHXLUtSXbRZQMzqOFXl3,244920,4
42,Mary Chapin Carpenter,Between the Dirt and the Stars,0.421,0.362,5,-9.712,1,0.0313,0.641,0.0194,0.115,0.399,140.331,audio_features,6KVNq8E6WNEzzVG6FKbB67,spotify:track:6KVNq8E6WNEzzVG6FKbB67,https://api.spotify.com/v1/tracks/6KVNq8E6WNEzzVG6FKbB67,https://api.spotify.com/v1/audio-analysis/6KVNq8E6WNEzzVG6FKbB67,463133,3
43,Nicole Atkins,A Road to Nowhere,0.328,0.671,0,-6.406,1,0.0312,0.364,5.22e-05,0.124,0.121,154.847,audio_features,68L7JkMy9344CMmkUvVBBu,spotify:track:68L7JkMy9344CMmkUvVBBu,https://api.spotify.com/v1/tracks/68L7JkMy9344CMmkUvVBBu,https://api.spotify.com/v1/audio-analysis/68L7JkMy9344CMmkUvVBBu,254388,3
44,Charley Crockett,Welcome to Hard Times,0.733,0.42,10,-9.345,1,0.0299,0.539,0.0186,0.123,0.667,115.001,audio_features,0i3BdHdGazxdCxJHj6Jdvx,spotify:track:0i3BdHdGazxdCxJHj6Jdvx,https://api.spotify.com/v1/tracks/0i3BdHdGazxdCxJHj6Jdvx,https://api.spotify.com/v1/audio-analysis/0i3BdHdGazxdCxJHj6Jdvx,185754,4
45,Pearl Jam,Who Ever Said,0.476,0.907,9,-5.661,1,0.0516,0.0013,6.84e-06,0.167,0.527,149.16,audio_features,7oAS6XiQ8y8wpkRWxQ9MD7,spotify:track:7oAS6XiQ8y8wpkRWxQ9MD7,https://api.spotify.com/v1/tracks/7oAS6XiQ8y8wpkRWxQ9MD7,https://api.spotify.com/v1/audio-analysis/7oAS6XiQ8y8wpkRWxQ9MD7,311587,4
46,My Morning Jacket,Spinning My Wheels,0.452,0.416,7,-11.177,1,0.0368,0.689,0.106,0.111,0.353,117.137,audio_features,2ShumzfE8bd4deoOfHqLrC,spotify:track:2ShumzfE8bd4deoOfHqLrC,https://api.spotify.com/v1/tracks/2ShumzfE8bd4deoOfHqLrC,https://api.spotify.com/v1/audio-analysis/2ShumzfE8bd4deoOfHqLrC,287960,4
47,My Morning Jacket,Feel You,0.5,0.53,10,-6.639,0,0.027,0.157,0.49,0.0987,0.225,129.709,audio_features,4lrbaKFx4C7B38o5p7ujyF,spotify:track:4lrbaKFx4C7B38o5p7ujyF,https://api.spotify.com/v1/tracks/4lrbaKFx4C7B38o5p7ujyF,https://api.spotify.com/v1/audio-analysis/4lrbaKFx4C7B38o5p7ujyF,373973,4
48,My Morning Jacket,The First Time,0.271,0.569,2,-8.28,1,0.0295,0.0828,0.00225,0.108,0.32,152.426,audio_features,5ejUfFwLXcBO7k8tCT1AzZ,spotify:track:5ejUfFwLXcBO7k8tCT1AzZ,https://api.spotify.com/v1/tracks/5ejUfFwLXcBO7k8tCT1AzZ,https://api.spotify.com/v1/audio-analysis/5ejUfFwLXcBO7k8tCT1AzZ,345760,4
49,Nicole Atkins,Never Going Home Again,0.593,0.623,2,-5.791,1,0.0287,0.685,1.17e-06,0.115,0.789,118.837,audio_features,0H7S2qq7R7A2PD7lnIV1Dx,spotify:track:0H7S2qq7R7A2PD7lnIV1Dx,https://api.spotify.com/v1/tracks/0H7S2qq7R7A2PD7lnIV1Dx,https://api.spotify.com/v1/audio-analysis/0H7S2qq7R7A2PD7lnIV1Dx,187892,4
50,Nicole Atkins,In the Splinters,0.223,0.593,3,-5.614,1,0.0374,0.446,0.124,0.246,0.326,68.371,audio_features,1O9y4JiVHV3RUZrDrPopxm,spotify:track:1O9y4JiVHV3RUZrDrPopxm,https://api.spotify.com/v1/tracks/1O9y4JiVHV3RUZrDrPopxm,https://api.spotify.com/v1/audio-analysis/1O9y4JiVHV3RUZrDrPopxm,232324,4
51,Nicole Atkins,Forever,0.455,0.719,0,-6.612,1,0.038,0.513,0.00336,0.652,0.551,124.035,audio_features,2FVcWiI7eoJ95QfNc0C667,spotify:track:2FVcWiI7eoJ95QfNc0C667,https://api.spotify.com/v1/tracks/2FVcWiI7eoJ95QfNc0C667,https://api.spotify.com/v1/audio-analysis/2FVcWiI7eoJ95QfNc0C667,236725,4
52,Passenger,"Year on Year, Day by Day (Patchwork Version)",0.625,0.404,7,-8.827,1,0.0335,0.83,0,0.12,0.37,118.951,audio_features,4pL2Gtu3UP29OtLeHYdKed,spotify:track:4pL2Gtu3UP29OtLeHYdKed,https://api.spotify.com/v1/tracks/4pL2Gtu3UP29OtLeHYdKed,https://api.spotify.com/v1/audio-analysis/4pL2Gtu3UP29OtLeHYdKed,205333,4
53,Phoebe Bridgers,Graceland Too,0.44,0.34,10,-10.37,1,0.0293,0.872,0,0.116,0.361,150.128,audio_features,44spdItKKM7rOtKswbBG0U,spotify:track:44spdItKKM7rOtKswbBG0U,https://api.spotify.com/v1/tracks/44spdItKKM7rOtKswbBG0U,https://api.spotify.com/v1/audio-analysis/44spdItKKM7rOtKswbBG0U,236350,4
54,Nicole Atkins,These Old Roses,0.44,0.455,5,-5.387,1,0.0282,0.721,0.00186,0.0898,0.165,118.318,audio_features,6TzlEnOTCQ26Zmio13lkwU,spotify:track:6TzlEnOTCQ26Zmio13lkwU,https://api.spotify.com/v1/tracks/6TzlEnOTCQ26Zmio13lkwU,https://api.spotify.com/v1/audio-analysis/6TzlEnOTCQ26Zmio13lkwU,172903,4
55,Alberta Cross,Real Life and Disasters,0.535,0.411,0,-14.753,1,0.0269,0.0319,0.00805,0.0489,0.467,153.024,audio_features,0watKlXymJibGwpm828wEZ,spotify:track:0watKlXymJibGwpm828wEZ,https://api.spotify.com/v1/tracks/0watKlXymJibGwpm828wEZ,https://api.spotify.com/v1/audio-analysis/0watKlXymJibGwpm828wEZ,274109,4
56,Nicole Atkins,St. Dymphna,0.247,0.792,0,-4.247,1,0.044,0.551,0.0888,0.356,0.288,188.898,audio_features,6lFuSxLFwLsMiElwyoRfd9,spotify:track:6lFuSxLFwLsMiElwyoRfd9,https://api.spotify.com/v1/tracks/6lFuSxLFwLsMiElwyoRfd9,https://api.spotify.com/v1/audio-analysis/6lFuSxLFwLsMiElwyoRfd9,202708,3
57,Clem Snide,Don't Bring No Ladder,0.537,0.585,0,-9.683,1,0.0269,0.457,0.332,0.0988,0.456,135.573,audio_features,2zov3dG1aGPPciWKT18rWd,spotify:track:2zov3dG1aGPPciWKT18rWd,https://api.spotify.com/v1/tracks/2zov3dG1aGPPciWKT18rWd,https://api.spotify.com/v1/audio-analysis/2zov3dG1aGPPciWKT18rWd,266074,4
58,Courtney Marie Andrews,Burlap String,0.582,0.324,2,-10.284,1,0.0296,0.807,3.39e-05,0.15,0.249,88.755,audio_features,2zXqiMwghMtV3YywTkFFiz,spotify:track:2zXqiMwghMtV3YywTkFFiz,https://api.spotify.com/v1/tracks/2zXqiMwghMtV3YywTkFFiz,https://api.spotify.com/v1/audio-analysis/2zXqiMwghMtV3YywTkFFiz,237293,3
59,Courtney Marie Andrews,If I Told,0.283,0.221,10,-15.344,1,0.0423,0.841,0.000595,0.0975,0.299,80.413,audio_features,2Ckv1DTVTt5UPdnWutOO7h,spotify:track:2Ckv1DTVTt5UPdnWutOO7h,https://api.spotify.com/v1/tracks/2Ckv1DTVTt5UPdnWutOO7h,https://api.spotify.com/v1/audio-analysis/2Ckv1DTVTt5UPdnWutOO7h,298013,4
60,Pretenders,The Buzz,0.455,0.811,0,-5.892,1,0.0435,0.000406,9.14e-05,0.143,0.496,125.394,audio_features,3fMW1VEAcVw5UXfXYxyjoc,spotify:track:3fMW1VEAcVw5UXfXYxyjoc,https://api.spotify.com/v1/tracks/3fMW1VEAcVw5UXfXYxyjoc,https://api.spotify.com/v1/audio-analysis/3fMW1VEAcVw5UXfXYxyjoc,230893,4
61,My Morning Jacket,Still Thinkin,0.586,0.542,0,-8.931,0,0.0249,0.291,0.0333,0.0973,0.423,112.834,audio_features,1V71H77nCUsYNq8EaXtZdk,spotify:track:1V71H77nCUsYNq8EaXtZdk,https://api.spotify.com/v1/tracks/1V71H77nCUsYNq8EaXtZdk,https://api.spotify.com/v1/audio-analysis/1V71H77nCUsYNq8EaXtZdk,253987,4
62,Bright Eyes,Mariana Trench,0.563,0.712,9,-8.205,1,0.0816,0.236,0.00165,0.174,0.582,157.962,audio_features,1oGmK9LTH05JBVlCLwtWXT,spotify:track:1oGmK9LTH05JBVlCLwtWXT,https://api.spotify.com/v1/tracks/1oGmK9LTH05JBVlCLwtWXT,https://api.spotify.com/v1/audio-analysis/1oGmK9LTH05JBVlCLwtWXT,221732,4
63,Bright Eyes,Persona Non Grata,0.489,0.597,2,-7.296,1,0.0386,0.0553,0.00133,0.112,0.438,140.764,audio_features,7ljR7wW9p56yqxsZRg76Qr,spotify:track:7ljR7wW9p56yqxsZRg76Qr,https://api.spotify.com/v1/tracks/7ljR7wW9p56yqxsZRg76Qr,https://api.spotify.com/v1/audio-analysis/7ljR7wW9p56yqxsZRg76Qr,212413,3
64,Bright Eyes,Tilt-A-Whirl,0.436,0.757,11,-6.56,1,0.0358,0.213,0.00254,0.0753,0.528,112.88,audio_features,3d7uYBPISCiEXIbhfTPl3y,spotify:track:3d7uYBPISCiEXIbhfTPl3y,https://api.spotify.com/v1/tracks/3d7uYBPISCiEXIbhfTPl3y,https://api.spotify.com/v1/audio-analysis/3d7uYBPISCiEXIbhfTPl3y,140160,4
65,Bright Eyes,Comet Song,0.298,0.61,10,-7.097,1,0.0453,0.185,0.04,0.157,0.452,179.665,audio_features,6Mqr5UJS2310DQoO6tbOLn,spotify:track:6Mqr5UJS2310DQoO6tbOLn,https://api.spotify.com/v1/tracks/6Mqr5UJS2310DQoO6tbOLn,https://api.spotify.com/v1/audio-analysis/6Mqr5UJS2310DQoO6tbOLn,335854,3
66,Bright Eyes,Dance and Sing,0.41,0.706,7,-6.677,1,0.04,0.191,0.00147,0.137,0.462,140.607,audio_features,5lvRT9NaAiYEgl1Hfu7PIF,spotify:track:5lvRT9NaAiYEgl1Hfu7PIF,https://api.spotify.com/v1/tracks/5lvRT9NaAiYEgl1Hfu7PIF,https://api.spotify.com/v1/audio-analysis/5lvRT9NaAiYEgl1Hfu7PIF,270813,4
67,Delta Spirit,How Bout It,0.413,0.625,1,-8.502,1,0.0406,0.176,0.00957,0.0995,0.439,167.92,audio_features,2taJmjOZboLxoVekF44MXZ,spotify:track:2taJmjOZboLxoVekF44MXZ,https://api.spotify.com/v1/tracks/2taJmjOZboLxoVekF44MXZ,https://api.spotify.com/v1/audio-analysis/2taJmjOZboLxoVekF44MXZ,367387,4
